# time (hhmmss),heat->kettle,kettle->air,kettle->boil,condenser->air,alc->condenser,alc->output,H2O->condenser,H2O output
000438,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000439,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000440,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000441,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000442,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000443,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000444,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000445,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000446,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000447,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000448,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000449,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000450,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000451,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000452,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000453,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000454,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000455,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000456,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000457,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000458,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000459,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000500,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000501,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000502,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000503,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000504,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000505,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000506,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000507,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000508,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000509,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000510,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000511,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000512,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000513,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000514,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000515,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000516,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000517,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000518,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000519,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000520,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000521,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000522,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000523,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000524,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000525,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000526,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000527,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000528,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000529,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000530,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000531,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000532,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000533,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000534,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000535,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000536,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000537,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000538,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000539,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000540,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000541,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000542,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000543,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000544,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000545,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000546,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000547,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000548,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000549,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000550,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000551,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000552,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000553,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000554,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000555,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000556,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000557,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000558,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000559,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000600,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000601,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000602,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000603,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000604,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000605,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000606,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000607,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000608,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000609,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000610,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000611,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000612,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000613,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000614,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000615,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000616,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000617,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000618,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000619,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000620,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000621,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000622,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000623,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000624,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000625,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000626,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000627,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000628,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000629,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000630,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000631,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000632,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000633,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000634,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000635,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000636,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000637,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000638,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000639,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000640,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000641,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000642,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000643,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000644,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000645,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000646,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000647,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000648,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000649,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000650,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000651,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000652,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000653,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000654,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000655,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000656,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000657,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000658,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000659,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000700,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000701,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000702,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000703,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000704,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000705,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000706,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000707,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000708,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000709,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000710,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000711,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000712,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000713,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000714,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000715,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000716,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000717,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000718,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000719,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000720,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000721,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000722,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000723,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000724,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000725,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000726,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000727,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000728,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000729,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000730,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000731,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000732,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000733,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000734,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000735,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000736,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000737,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000738,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000739,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000740,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000741,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000742,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000743,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000744,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000745,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000746,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000747,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000748,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000749,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000750,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000751,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000752,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000753,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000754,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000755,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000756,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000757,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000758,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000759,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000800,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000801,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000802,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000803,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000804,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000805,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000806,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000807,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000808,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000809,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000810,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000811,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000812,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000813,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000814,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000815,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000816,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000817,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000818,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000819,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000820,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000821,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000822,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000823,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000824,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000825,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000826,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000827,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000828,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000829,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000830,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000831,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000832,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000833,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000834,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000835,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000836,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000837,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000838,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000839,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000840,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000841,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000842,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000843,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000844,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000845,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000846,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000847,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000848,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000849,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000850,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000851,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000852,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000853,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000854,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000855,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000856,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000857,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000858,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000859,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000900,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000901,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000902,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000903,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000904,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000905,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000906,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000907,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000908,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000909,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000910,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000911,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000912,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000913,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000914,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000915,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000916,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000917,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000918,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000919,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000920,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
000921,3000.000000,877.327515,2120.405518,235.532791,96131.437500,25701.724609,41802.070312,13607.111328
